resort|confirmation_no|resv_status|business_date|market_code|country_code|no_rooms_cal|rev_cal
Example|594587|CHECKED IN|12/7/23|test11|SA|1|3586
Example|594799|CHECKED IN|12/7/23|test20|US|1|2473.66
Example|577779|CHECKED IN|12/7/23|test4|JP|1|3108.65
Example|593694|CHECKED IN|12/7/23|test20|JP|1|2048.85
Example|593992|CHECKED IN|12/7/23|test21|MY|1|4794.44
Example|590575|CHECKED IN|12/7/23|test11|JP|1|3396.81
Example|594385|CHECKED IN|12/7/23|test20|VN|1|3743.2
Example|594876|CHECKED IN|12/7/23|test8|CN|1|2720
Example|594980|CHECKED IN|12/7/23|test32|TH|1|2978.55
Example|594383|CHECKED IN|12/7/23|test20|VN|1|3743.2
Example|593654|CHECKED IN|12/7/23|test12|RU|1|2754
Example|587894|CHECKED IN|12/7/23|test21|JP|1|2978.55
Example|595151|CHECKED IN|12/7/23|test20|IN|1|2728.55
Example|594696|CHECKED IN|12/7/23|test10|CA|1|5170
Example|594027|CHECKED IN|12/7/23|test12|LA|1|3438
Example|594029|CHECKED IN|12/7/23|test12|LA|1|3438
Example|593596|CHECKED IN|12/7/23|test20|JO|1|2553.74
Example|593248|CHECKED IN|12/7/23|test21|JP|1|2978.547154
Example|595032|CHECKED IN|12/7/23|test20|IN|1|2133.82
Example|590702|CHECKED IN|12/7/23|test20|KR|1|2048.85
Example|589872|CHECKED IN|12/7/23|test21|KR|1|3063.51
Example|595057|CHECKED IN|12/7/23|test17|CH|1|3957.77
Example|590219|CHECKED IN|12/7/23|test6|JP|1|3218.04
Example|591414|CHECKED IN|12/7/23|test21|IN|1|2950
Example|595154|CHECKED IN|12/7/23|test20|TH|1|2813.51
Example|594769|CHECKED IN|12/7/23|test6|AU|1|3600
Example|595122|CHECKED IN|12/7/23|test20|DE|1|2383.82
Example|592387|CHECKED IN|12/7/23|test4|SG|1|3002
Example|592928|CHECKED IN|12/7/23|test21|JP|1|3190.951572
Example|592386|CHECKED IN|12/7/23|test4|SG|1|3002
Example|591949|CHECKED IN|12/7/23|test11|IN|1|3208
Example|591828|CHECKED IN|12/7/23|test12|PH|1|2754
Example|589876|CHECKED IN|12/7/23|test21|KR|1|3063.51
Example|593536|RESERVED|12/7/23|test20|KR|1|2048.85
Example|592740|CHECKED IN|12/7/23|test11|NULL|1|3060
Example|595096|CHECKED IN|12/7/23|test20|SA|1|2133.82
Example|594002|CHECKED IN|12/7/23|test10|TH|1|4030
Example|588810|CHECKED IN|12/7/23|test9|KR|1|2728.53
Example|594797|CHECKED IN|12/7/23|test20|IN|1|2388.7
Example|593612|CHECKED IN|12/7/23|test12|MV|1|2754
Example|591829|CHECKED IN|12/7/23|test11|PH|1|3060
Example|595153|CHECKED IN|12/7/23|test20|IN|1|2728.55
Example|593533|CHECKED OUT|12/7/23|test16|TH|0|1949.02
Example|594432|CHECKED IN|12/7/23|test19|GB|1|3820.3
Example|594805|CHECKED IN|12/7/23|test9|TH|1|3915.37
Example|594201|CHECKED IN|12/7/23|test8|KR|1|2597.6
Example|593975|CHECKED IN|12/7/23|test20|EG|1|2553.74
Example|594146|CHECKED IN|12/7/23|test20|US|1|2553.74
Example|594675|CHECKED IN|12/7/23|test15|NO|1|4808.01
Example|594192|CHECKED IN|12/7/23|test14|IN|1|4040
Example|591106|CHECKED IN|12/7/23|test9|SA|1|2366.51
Example|594202|CHECKED IN|12/7/23|test8|KR|1|2597.6
Example|594046|CHECKED IN|12/7/23|test20|GB|1|2388.7
Example|585820|CHECKED IN|12/7/23|test21|US|1|6350
Example|590952|CHECKED IN|12/7/23|test20|IN|1|2468.77
Example|593997|CHECKED IN|12/7/23|test21|MY|1|4794.44
Example|592353|CHECKED IN|12/7/23|test12|NL|1|2754
Example|595091|CHECKED IN|12/7/23|test20|IN|1|2388.7
Example|594832|CHECKED IN|12/7/23|test7|IN|1|4484.01
Example|594833|CHECKED IN|12/7/23|test7|IN|1|4484.01
Example|595077|CHECKED IN|12/7/23|test17|SG|1|3066.22
Example|592671|CHECKED IN|12/7/23|test20|TW|1|2048.85
Example|594581|CHECKED IN|12/7/23|test8|MY|1|2597.6
Example|592674|CHECKED IN|12/7/23|test21|GB|1|3550
Example|595043|CHECKED IN|12/7/23|test20|IN|1|3413.13
Example|590220|CHECKED IN|12/7/23|test6|JP|1|3218.04
Example|594823|CHECKED IN|12/7/23|test9|TW|1|3415.37
Example|595152|CHECKED IN|12/7/23|test20|IN|1|2728.55
Example|595111|CHECKED IN|12/7/23|test20|NP|1|2383.82
Example|594793|CHECKED IN|12/7/23|test20|TW|1|2388.7
Example|581407|CHECKED OUT|9/7/23|test7|CH|1|5789.2
Example|582932|CHECKED OUT|9/7/23|test20|OM|1|4177.78
Example|583511|CHECKED OUT|9/7/23|test29|JP|1|3945.15
Example|591107|CHECKED IN|9/7/23|test9|SA|1|2262.87
Example|591129|CHECKED OUT|9/7/23|test20|IN|1|2048.85
Example|591130|CHECKED OUT|9/7/23|test20|IN|1|2048.85
Example|591132|CHECKED OUT|9/7/23|test20|IN|1|2048.85
Example|591351|CHECKED OUT|9/7/23|test7|SG|1|2812.9
Example|591398|CHECKED OUT|9/7/23|test12|SA|1|3150.02
Example|591414|CHECKED IN|9/7/23|test21|IN|1|3200
Example|584695|CHECKED OUT|9/7/23|test20|KR|1|2643.58
Example|592599|CHECKED OUT|9/7/23|test12|HK|1|2551.5
Example|592647|CHECKED OUT|9/7/23|test7|HK|1|3575
Example|592671|CHECKED IN|9/7/23|test20|TW|1|2048.85
Example|592683|CHECKED OUT|9/7/23|test20|IN|1|2048.85
Example|586719|CHECKED OUT|9/7/23|test21|JP|1|3318.39
Example|594161|CHECKED OUT|9/7/23|test20|KR|1|2388.7
Example|589908|CHECKED IN|9/7/23|test21|FR|1|3550
Example|589966|CHECKED OUT|9/7/23|test11|GB|1|0
Example|589967|CHECKED OUT|9/7/23|test11|GB|1|5838
Example|590196|CHECKED OUT|9/7/23|test11|IT|1|2827.1
Example|590339|CHECKED IN|9/7/23|test21|JP|1|3550
Example|592246|CHECKED OUT|9/7/23|test2|TH|1|2855.99
Example|592247|CHECKED OUT|9/7/23|test2|TH|1|2855.99
Example|588552|CHECKED OUT|9/7/23|test11|NZ|1|6150.01
Example|588575|CHECKED OUT|9/7/23|test7|NZ|1|4141.24
Example|588576|CHECKED OUT|9/7/23|test7|NZ|1|4141.24
Example|588631|CHECKED OUT|9/7/23|test20|IN|1|3837.94
Example|590340|CHECKED IN|9/7/23|test21|JP|1|3550
Example|590345|CHECKED IN|9/7/23|test21|JP|1|3550
Example|590350|CHECKED OUT|9/7/23|test20|IN|1|2643.58
Example|595322|RESERVED|13/7/23|test11|CN|1|3742.2
Example|595427|RESERVED|13/7/23|test7|PH|1|4400.49
Example|595428|RESERVED|13/7/23|test4|NULL|1|2402.24
Example|595430|RESERVED|13/7/23|test7|PH|1|3910.44
Example|595423|RESERVED|13/7/23|test11|OM|1|3367.97
Example|595321|CHECKED IN|13/7/23|test4|JP|1|4215.99
Example|595355|CHECKED IN|13/7/23|test11|PL|1|3402
Example|595367|RESERVED|13/7/23|test29|TH|1|1949.02
Example|595390|RESERVED|13/7/23|test21|IN|1|3500
Example|595238|CHECKED IN|13/7/23|test11|AT|1|3690
Example|595408|RESERVED|13/7/23|test4|NULL|1|2402.24
Example|595407|RESERVED|13/7/23|test17|NULL|1|2331.22
Example|595409|RESERVED|13/7/23|test29|NULL|1|5156.8
Example|595413|RESERVED|13/7/23|test11|IT|1|3367.97
Example|593860|RESERVED|13/7/23|test17|SG|1|2937.78
Example|594432|CHECKED IN|13/7/23|test19|GB|1|3829.74
Example|594805|CHECKED IN|13/7/23|test9|TH|1|3922.34
Example|592394|RESERVED|13/7/23|test20|KW|1|2553.74
Example|591192|RESERVED|13/7/23|test8|JP|1|2273.91
Example|591874|RESERVED|13/7/23|test9|KR|1|2048.85
Example|594201|CHECKED IN|13/7/23|test8|KR|1|2604.41
Example|593975|CHECKED IN|13/7/23|test20|EG|1|2553.74
Example|594146|CHECKED IN|13/7/23|test20|US|1|2553.74
Example|594815|RESERVED|13/7/23|test20|TH|1|2178.73
Example|593672|RESERVED|13/7/23|test20|TH|1|2388.7
Example|594046|CHECKED IN|13/7/23|test20|GB|1|2388.7
Example|594202|CHECKED IN|13/7/23|test8|KR|1|2604.41
Example|592395|RESERVED|13/7/23|test20|KW|1|2553.74
Example|594421|RESERVED|13/7/23|test9|TH|1|2701.28
Example|590053|RESERVED|13/7/23|test11|BE|1|2677.54
Example|592396|RESERVED|13/7/23|test20|KW|1|2553.74
Example|595089|RESERVED|13/7/23|test20|IN|1|2388.7
Example|594539|RESERVED|13/7/23|test20|KR|1|2388.7
Example|595090|RESERVED|13/7/23|test20|IN|1|2388.7
Example|593997|CHECKED IN|13/7/23|test21|MY|1|4805.56
Example|594760|RESERVED|13/7/23|test7|IN|1|3793
Example|595091|CHECKED IN|13/7/23|test20|IN|1|2388.7
Example|594832|CHECKED IN|13/7/23|test7|IN|1|4529
Example|594833|CHECKED IN|13/7/23|test7|IN|1|4529
Example|595077|CHECKED IN|13/7/23|test17|SG|1|2832
Example|592671|CHECKED IN|13/7/23|test20|TW|1|2048.85
Example|593009|RESERVED|13/7/23|test8|NULL|1|2971.34
Example|594581|CHECKED IN|13/7/23|test8|MY|1|2604.4
Example|592674|CHECKED IN|13/7/23|test21|GB|1|3550
Example|590220|CHECKED IN|13/7/23|test6|JP|1|3177.54
Example|594823|CHECKED IN|13/7/23|test9|TW|1|3422.34
Example|593008|RESERVED|13/7/23|test11|HK|1|4013.5
Example|595111|CHECKED IN|13/7/23|test20|NP|1|2383.82
Example|595107|RESERVED|13/7/23|test20|CN|1|2133.82
Example|595108|RESERVED|13/7/23|test20|CN|1|2133.82
Example|593018|RESERVED|13/7/23|test20|TH|1|2048.85
Example|594987|CHECKED IN|13/7/23|test7|GB|1|4520
Example|591106|CHECKED IN|13/7/23|test9|SA|1|2336.74
Example|577776|CHECKED IN|13/7/23|test4|JP|1|3108.65
Example|594077|CHECKED IN|13/7/23|test12|SA|1|3447
Example|594384|CHECKED IN|13/7/23|test20|VN|1|3493.2
Example|595106|RESERVED|13/7/23|test20|CN|1|2133.82
Example|549040|RESERVED|13/7/23|test8|AU|1|1858.46
Example|592665|CHECKED IN|13/7/23|test12|US|1|2749.95
Example|592807|CHECKED IN|13/7/23|test25|SA|1|2648.47
Example|595114|CHECKED IN|13/7/23|test20|DE|1|2133.82
Example|594724|CHECKED IN|13/7/23|test9|JP|1|2159.02
Example|589816|CHECKED IN|13/7/23|test11|JP|1|2927.54
Example|589558|RESERVED|13/7/23|test11|HK|1|3530.6
Example|593556|CHECKED IN|13/7/23|test20|BR|1|2553.74
Example|593613|CHECKED IN|13/7/23|test12|BD|1|2749.96
Example|594263|CHECKED IN|13/7/23|test8|IN|1|2604.4
Example|594061|CHECKED IN|13/7/23|test20|IN|1|2553.74
Example|587160|CHECKED IN|13/7/23|test17|MY|1|3292.89
Example|594525|CHECKED IN|13/7/23|test6|GB|1|2983.43
Example|594766|RESERVED|13/7/23|test20|TH|1|2303.74
Example|590931|CHECKED IN|13/7/23|test21|DZ|1|2950
Example|593304|RESERVED|13/7/23|test11|SA|1|3055.5
Example|589908|CHECKED IN|13/7/23|test21|FR|1|3550
Example|594129|RESERVED|13/7/23|test20|TH|1|2048.85
Example|593709|RESERVED|13/7/23|test20|CN|1|2048.85
Example|570836|RESERVED|13/7/23|test4|US|1|2869.05
Example|594886|CHECKED IN|13/7/23|test7|IN|1|4042.99
Example|585537|CHECKED IN|13/7/23|test6|AU|1|2947.034834
Example|592662|CHECKED IN|13/7/23|test11|BD|1|3055.51
Example|591076|CHECKED IN|13/7/23|test8|KR|1|2280.76
Example|594570|CHECKED IN|13/7/23|test20|IR|1|2303.74
Example|593629|CHECKED IN|13/7/23|test6|TH|1|3748.09
Example|591107|CHECKED IN|13/7/23|test9|SA|1|2336.74
Example|594692|CHECKED IN|13/7/23|test25|BD|1|4004.25
Example|586474|CHECKED IN|13/7/23|test21|JP|1|4250
Example|594733|CHECKED IN|13/7/23|test20|SA|1|2303.74
Example|593673|CHECKED IN|13/7/23|test21|CN|1|3050
Example|586473|CHECKED IN|13/7/23|test21|JP|1|4250
Example|594582|CHECKED IN|13/7/23|test8|MY|1|2604.4
Example|594744|CHECKED IN|13/7/23|test9|KR|1|3858.16
Example|591071|CHECKED IN|13/7/23|test21|IN|1|3550
Example|592939|RESERVED|13/7/23|test9|TH|1|2866.86
Example|595209|CHECKED IN|13/7/23|test11|JP|1|4272.23
Example|594883|RESERVED|13/7/23|test8|TH|1|3243.6
Example|592280|CHECKED IN|13/7/23|test21|IN|1|3573.28
Example|594282|RESERVED|13/7/23|test20|JP|1|2473.66
Example|594583|CHECKED IN|13/7/23|test8|IN|1|2604.4
Example|589457|CHECKED IN|13/7/23|test15|NO|1|2837.6
Example|594731|CHECKED IN|13/7/23|test20|KR|1|2303.74
Example|594877|RESERVED|13/7/23|test9|TH|1|3922.34
Example|590205|CHECKED IN|13/7/23|test11|US|1|3922.95
Example|592859|RESERVED|13/7/23|test4|TH|1|2747.75
Example|594879|CHECKED IN|13/7/23|test9|DE|1|3536.97
Example|592366|CHECKED IN|13/7/23|test12|TW|1|2749.95
Example|594813|CHECKED IN|13/7/23|test20|PH|1|2303.74
Example|594798|CHECKED IN|13/7/23|test20|CN|1|2473.66
Example|594734|CHECKED IN|13/7/23|test20|CA|1|2303.74
Example|593630|CHECKED IN|13/7/23|test6|NZ|1|5417.27
Example|593143|CHECKED IN|13/7/23|test11|IN|1|3203.5
Example|592805|CHECKED IN|13/7/23|test25|SA|1|2773.46
Example|595161|RESERVED|13/7/23|test9|TW|1|2964.79
Example|594170|CHECKED IN|13/7/23|test21|IN|1|3650
Example|594917|RESERVED|13/7/23|test16|TH|0|1949.02
Example|595109|CHECKED IN|13/7/23|test20|SG|1|2383.82
Example|594468|CHECKED IN|13/7/23|test6|GB|1|4905
Example|594169|CHECKED IN|13/7/23|test21|IN|1|3650
Example|577775|CHECKED IN|13/7/23|test4|JP|1|3108.65
Example|591755|CHECKED IN|13/7/23|test9|KR|1|2048.85
Example|594587|CHECKED IN|13/7/23|test11|SA|1|3595
Example|594799|CHECKED IN|13/7/23|test20|US|1|2473.66
Example|577779|CHECKED IN|13/7/23|test4|JP|1|3108.65
Example|593694|CHECKED IN|13/7/23|test20|JP|1|2048.85
Example|593992|CHECKED IN|13/7/23|test21|MY|1|4805.56
Example|589878|RESERVED|13/7/23|test13|KR|1|0
Example|590575|CHECKED IN|13/7/23|test11|JP|1|3354.07
Example|594385|CHECKED IN|13/7/23|test20|VN|1|3743.2
Example|594383|CHECKED IN|13/7/23|test20|VN|1|3743.2
Example|584387|RESERVED|13/7/23|test9|TH|1|2950
Example|593654|CHECKED IN|13/7/23|test12|RU|1|2749.95
Example|587894|CHECKED IN|13/7/23|test21|JP|1|2978.55
Example|594696|CHECKED IN|13/7/23|test10|CA|1|5170
Example|594952|RESERVED|13/7/23|test20|JP|1|2303.74
Example|594759|RESERVED|13/7/23|test7|IN|1|3793
Example|594027|CHECKED IN|13/7/23|test12|LA|1|3447
Example|594029|CHECKED IN|13/7/23|test12|LA|1|3447
Example|593596|CHECKED IN|13/7/23|test20|JO|1|2553.74
Example|594943|RESERVED|13/7/23|test13|TH|1|0
Example|590702|CHECKED IN|13/7/23|test20|KR|1|2048.85
Example|591222|CHECKED OUT|5/7/23|test12|MV|1|3181.99
Example|591311|CHECKED OUT|5/7/23|test7|AU|1|3652.01
Example|591312|CHECKED OUT|5/7/23|test7|AU|1|3652.01
Example|593836|CHECKED OUT|5/7/23|test11|JP|1|3657
Example|588883|CHECKED OUT|5/7/23|test31|FR|1|4585.11
Example|590429|CHECKED OUT|5/7/23|test11|IN|1|3705.89
Example|590476|CHECKED OUT|5/7/23|test9|MY|1|2491.07
Example|591604|CHECKED OUT|5/7/23|test21|IT|1|3850
Example|592171|CHECKED OUT|5/7/23|test11|BD|1|3208
Example|592172|CHECKED OUT|5/7/23|test11|BG|1|3208
Example|591849|CHECKED OUT|5/7/23|test12|SA|1|3483
Example|592658|CHECKED OUT|5/7/23|test9|KR|1|2708.58
Example|587864|CHECKED OUT|5/7/23|test15|CN|1|3384.12
Example|593755|CHECKED OUT|5/7/23|test4|KR|1|4495.56
Example|591509|CHECKED OUT|5/7/23|test7|PH|1|3620
Example|592522|CHECKED OUT|5/7/23|test9|JP|1|2368.74
Example|593363|CHECKED OUT|5/7/23|test9|JP|1|2303.74
Example|594087|CHECKED OUT|5/7/23|test6|BD|1|4611.11
Example|589990|CHECKED OUT|5/7/23|test21|JP|1|3063.51
Example|589991|CHECKED OUT|5/7/23|test21|JP|1|3063.51
Example|589992|CHECKED OUT|5/7/23|test21|JP|1|3063.51
Example|589996|CHECKED OUT|5/7/23|test21|CN|1|3063.51
Example|592184|CHECKED OUT|5/7/23|test12|GB|1|2754
Example|591867|CHECKED OUT|5/7/23|test8|VN|1|2312
Example|591868|CHECKED OUT|5/7/23|test8|VN|1|2312
Example|594164|CHECKED OUT|5/7/23|test6|AU|1|3398.47
Example|592351|CHECKED OUT|5/7/23|test11|BD|1|3208
Example|591869|CHECKED OUT|5/7/23|test8|VN|1|2312
Example|592731|CHECKED OUT|5/7/23|test19|KR|1|3399.94
Example|591081|CHECKED OUT|5/7/23|test20|SG|1|2950
Example|592889|CHECKED OUT|5/7/23|test11|IN|1|3566.2
Example|592891|CHECKED OUT|5/7/23|test11|IN|1|3566.21
Example|592952|CHECKED OUT|5/7/23|test11|JP|1|3400
Example|592953|CHECKED OUT|5/7/23|test31|JP|1|4927.77
Example|592452|CHECKED OUT|5/7/23|test11|KR|1|5777.78
Example|592457|CHECKED OUT|5/7/23|test8|HK|1|2312
Example|593677|CHECKED OUT|5/7/23|test20|IN|1|6636.79
Example|593133|CHECKED OUT|5/7/23|test9|CN|1|2118.75
Example|593156|CHECKED OUT|5/7/23|test9|JP|1|2907.58
Example|593253|CHECKED OUT|5/7/23|test8|KR|1|2312
Example|593305|CHECKED OUT|5/7/23|test19|MY|1|3400.07
Example|590127|CHECKED OUT|5/7/23|test14|JP|1|3325.62
Example|593650|CHECKED OUT|6/7/23|test11|OM|0|0.01
Example|590021|CHECKED OUT|6/7/23|test11|NP|0|0.03
Example|590075|CHECKED OUT|6/7/23|test8|HK|0|0.01
Example|593256|CHECKED OUT|6/7/23|test11|SG|0|0.02
Example|593317|CHECKED OUT|6/7/23|test11|SG|0|0.02
Example|580088|CHECKED OUT|6/7/23|test11|GB|0|0.02
Example|594152|CHECKED OUT|6/7/23|test9|HK|0|0.01
Example|592450|CHECKED OUT|6/7/23|test20|HK|0|0.02
Example|591561|CHECKED OUT|6/7/23|test7|BD|0|0.03
Example|589458|CHECKED OUT|6/7/23|test11|US|0|-0.01
Example|594217|CHECKED OUT|6/7/23|test11|QA|0|0.01
Example|593530|CHECKED OUT|6/7/23|test9|US|0|-0.01
Example|593574|CHECKED OUT|7/7/23|test19|NO|0|0.04
Example|591716|CHECKED OUT|7/7/23|test8|JP|0|0.03
Example|589850|CHECKED OUT|7/7/23|test19|US|0|0.01
Example|591222|CHECKED OUT|7/7/23|test12|MV|0|0.01
Example|591981|CHECKED OUT|7/7/23|test17|GB|0|0.01
Example|593745|CHECKED OUT|7/7/23|test7|TH|0|-2539.94
Example|594209|CHECKED OUT|7/7/23|test29|GB|0|-0.1
Example|594293|CHECKED OUT|7/7/23|test9|HK|0|0.01
Example|590743|CHECKED OUT|7/7/23|test29|PH|0|-0.15
Example|594249|CHECKED OUT|7/7/23|test11|GB|0|0.15
Example|590429|CHECKED OUT|7/7/23|test11|IN|0|0.01
Example|592658|CHECKED OUT|7/7/23|test9|KR|1|2638.91
Example|594440|CHECKED OUT|7/7/23|test7|GB|1|6718.01
Example|589991|CHECKED OUT|7/7/23|test21|JP|1|3063.51
Example|593742|CHECKED OUT|7/7/23|test11|NL|1|3923.7
Example|593755|CHECKED OUT|7/7/23|test4|KR|1|4155.56
Example|589992|CHECKED OUT|7/7/23|test21|JP|1|3063.51
Example|589996|CHECKED OUT|7/7/23|test21|CN|1|3063.51
Example|594164|CHECKED OUT|7/7/23|test6|AU|1|3398.47
Example|590127|CHECKED OUT|7/7/23|test14|JP|1|3235.62
Example|593957|CHECKED OUT|7/7/23|test11|AU|1|3978.02
Example|594235|CHECKED OUT|7/7/23|test20|GB|1|2638.7
Example|593253|CHECKED OUT|7/7/23|test8|KR|1|2516.01
Example|593305|CHECKED OUT|7/7/23|test19|MY|1|3700.08
Example|582948|RESERVED|14/7/23|test20|OM|1|3068.39
Example|585972|RESERVED|14/7/23|test9|DE|1|2643.58
Example|586563|RESERVED|14/7/23|test9|JP|1|2643.58
Example|586564|RESERVED|14/7/23|test9|JP|1|2643.58
Example|586193|RESERVED|14/7/23|test9|JP|1|2723.66
Example|588925|RESERVED|14/7/23|test9|TH|1|3212.76
Example|589967|CHECKED OUT|7/7/23|test11|GB|1|2985.6
Example|593085|CHECKED IN|7/7/23|test6|GB|1|3770.18
Example|593720|CHECKED OUT|7/7/23|test11|NO|1|4111.12
Example|586751|CHECKED IN|7/7/23|test6|AF|1|6689.06
Example|587442|CHECKED OUT|7/7/23|test11|DM|1|3346.6
Example|587984|CHECKED OUT|7/7/23|test9|JP|1|3992.9
Example|593118|CHECKED OUT|7/7/23|test9|GB|1|2049.06
Example|593127|CHECKED OUT|7/7/23|test9|SA|1|2049.07
Example|591863|CHECKED OUT|7/7/23|test11|RU|1|2756.21
Example|592750|CHECKED OUT|7/7/23|test11|KW|1|2970.01
Example|592751|CHECKED OUT|7/7/23|test11|KW|1|2970.01
Example|594426|CHECKED OUT|7/7/23|test20|PL|1|2388.7
Example|592060|CHECKED OUT|7/7/23|test12|HK|1|2673
Example|593791|CHECKED OUT|7/7/23|test9|TW|1|2303.74
Example|593793|CHECKED OUT|7/7/23|test9|US|1|2303.74
Example|594206|CHECKED OUT|7/7/23|test6|QA|1|5617.24
Example|594207|CHECKED OUT|7/7/23|test6|QA|1|0
Example|590196|CHECKED OUT|7/7/23|test11|IT|1|2887.05
Example|593305|CHECKED OUT|8/7/23|test19|MY|0|-0.08
Example|592731|CHECKED OUT|8/7/23|test19|KR|0|0.19
Example|592946|CHECKED OUT|8/7/23|test10|NO|0|0.02
Example|592947|CHECKED OUT|8/7/23|test10|NO|0|0.02
Example|592952|CHECKED OUT|8/7/23|test11|JP|0|679.7
Example|593998|CHECKED OUT|8/7/23|test10|KR|0|0.01
Example|593125|CHECKED OUT|8/7/23|test9|SG|0|0.02
Example|594390|CHECKED OUT|8/7/23|test6|IL|0|849.62
Example|592364|CHECKED OUT|8/7/23|test11|SA|0|0.01
Example|594495|CHECKED OUT|8/7/23|test9|IN|0|0.01
Example|593690|CHECKED OUT|8/7/23|test20|SA|0|-0.01
Example|593742|CHECKED OUT|8/7/23|test11|NL|0|0.01
Example|591509|CHECKED OUT|8/7/23|test7|PH|0|0.01
Example|592658|CHECKED OUT|8/7/23|test9|KR|0|0.03
Example|594591|RESERVED|14/7/23|test20|TH|1|2133.81
Example|594593|RESERVED|14/7/23|test20|TH|1|2133.81
Example|595322|RESERVED|14/7/23|test11|CN|1|4187.69
Example|595313|RESERVED|14/7/23|test2|TH|1|2978.55
Example|595427|RESERVED|14/7/23|test7|PH|1|4895.51
Example|595428|RESERVED|14/7/23|test4|NULL|1|2688.22
Example|595430|RESERVED|14/7/23|test7|PH|1|4355.94
Example|595423|RESERVED|14/7/23|test11|OM|1|3768.94
Example|595339|RESERVED|14/7/23|test2|TH|1|2978.55
Example|595324|RESERVED|14/7/23|test2|TH|1|2978.55
Example|595329|RESERVED|14/7/23|test2|TH|1|2978.55
Example|595323|RESERVED|14/7/23|test2|TH|1|2978.55
Example|595337|RESERVED|14/7/23|test2|TH|1|2978.55
Example|595326|RESERVED|14/7/23|test2|TH|1|2978.55
Example|595341|RESERVED|14/7/23|test2|TH|1|2978.55
Example|595334|RESERVED|14/7/23|test2|TH|1|2978.55
Example|595328|RESERVED|14/7/23|test2|TH|1|2978.55
Example|595332|RESERVED|14/7/23|test2|TH|1|2978.55
Example|595340|RESERVED|14/7/23|test2|TH|1|2978.55
Example|595318|RESERVED|14/7/23|test11|AU|1|3807
Example|595325|RESERVED|14/7/23|test2|TH|1|2978.55
Example|595336|RESERVED|14/7/23|test2|TH|1|2978.55
Example|595327|RESERVED|14/7/23|test2|TH|1|2978.55
Example|595330|RESERVED|14/7/23|test2|TH|1|2978.55
Example|595364|RESERVED|14/7/23|test23|TH|1|5500.04
Example|595390|RESERVED|14/7/23|test21|IN|1|3500
Example|595238|CHECKED IN|14/7/23|test11|AT|1|3690
Example|595408|RESERVED|14/7/23|test4|NULL|1|2688.22
Example|595407|RESERVED|14/7/23|test17|NULL|1|2617.2
Example|595244|RESERVED|14/7/23|test11|GB|1|3523.5
Example|595243|RESERVED|14/7/23|test11|GB|1|3523.5
Example|595259|RESERVED|14/7/23|test11|CN|1|3915
Example|595261|RESERVED|14/7/23|test11|CN|1|3875.86
Example|595409|RESERVED|14/7/23|test29|NULL|1|5156.8
Example|595410|RESERVED|14/7/23|test6|BD|1|4700
Example|595255|RESERVED|14/7/23|test11|CN|1|3875.86
Example|595258|RESERVED|14/7/23|test20|KR|1|2133.82
Example|595257|RESERVED|14/7/23|test20|AU|1|2133.82
Example|595411|RESERVED|14/7/23|test6|RU|1|4700
Example|595413|RESERVED|14/7/23|test11|IT|1|3768.94
Example|595309|RESERVED|14/7/23|test11|CN|1|4187.69
Example|595316|RESERVED|14/7/23|test15|TH|1|4196.9
Example|595312|RESERVED|14/7/23|test2|TH|1|2978.55
Example|592807|CHECKED IN|14/7/23|test25|SA|1|2648.47
Example|594583|CHECKED IN|14/7/23|test8|IN|1|2529.6
Example|589457|CHECKED IN|14/7/23|test15|NO|1|2808.44
Example|595119|RESERVED|14/7/23|test32|TH|0|2815.64
Example|594877|RESERVED|14/7/23|test9|TH|1|3845.7
Example|592859|RESERVED|14/7/23|test4|TH|1|2667.01
Example|594879|CHECKED IN|14/7/23|test9|DE|1|3471.81
Example|592366|CHECKED IN|14/7/23|test12|TW|1|2673
Example|593630|CHECKED IN|14/7/23|test6|NZ|1|5417.27
Example|593143|CHECKED IN|14/7/23|test11|IN|1|3118.01
Example|592805|CHECKED IN|14/7/23|test25|SA|1|2773.46
Example|594170|CHECKED IN|14/7/23|test21|IN|1|3650
Example|594468|CHECKED IN|14/7/23|test6|GB|1|4806
Example|594169|CHECKED IN|14/7/23|test21|IN|1|3650
Example|595196|RESERVED|14/7/23|test11|SE|1|3429.29
Example|577775|CHECKED IN|14/7/23|test4|JP|1|3108.65
Example|591755|CHECKED IN|14/7/23|test9|KR|1|2048.85
Example|594587|CHECKED IN|14/7/23|test11|SA|1|3496.01
Example|594799|CHECKED IN|14/7/23|test20|US|1|2473.66
Example|593508|RESERVED|14/7/23|test14|AU|1|3300.02
Example|594760|RESERVED|14/7/23|test7|IN|1|3838.01
Example|577779|CHECKED IN|14/7/23|test4|JP|1|3108.65
Example|590575|CHECKED IN|14/7/23|test11|JP|1|3311.32
Example|584387|RESERVED|14/7/23|test9|TH|1|2950
Example|593654|CHECKED IN|14/7/23|test12|RU|1|2673.01
Example|587894|CHECKED IN|14/7/23|test21|JP|1|2978.55
Example|594696|CHECKED IN|14/7/23|test10|CA|1|5170
Example|594952|RESERVED|14/7/23|test20|JP|1|2303.74
Example|594759|RESERVED|14/7/23|test7|IN|1|3838.01
Example|591339|RESERVED|14/7/23|test21|SG|1|2978.54
Example|593596|CHECKED IN|14/7/23|test20|JO|1|2553.74
Example|594054|RESERVED|14/7/23|test13|TH|1|0
